"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2001","49.42","48.85","49.92","46.20","42.14M","-0.86%"
"06/01/2001","49.85","53.65","54.90","48.93","43.89M","-6.63%"
"05/01/2001","53.39","54.15","54.79","50.65","49.88M","-1.28%"
"04/01/2001","54.08","49.20","55.20","47.50","45.42M","8.99%"
"03/01/2001","49.62","49.95","52.86","46.12","48.91M","0.04%"
"02/01/2001","49.60","51.80","53.50","48.05","45.30M","-3.69%"
"01/01/2001","51.50","49.06","52.62","46.69","73.30M","7.56%"
"12/01/2000","47.88","46.62","49.75","45.12","60.79M","0.93%"
"11/01/2000","47.44","51.00","52.12","47.00","67.62M","-6.87%"
"10/01/2000","50.94","53.75","57.31","49.81","71.38M","-3.89%"
"09/01/2000","53.00","55.44","57.81","51.50","70.70M","-4.07%"
"08/01/2000","55.25","52.31","57.50","51.25","50.40M","5.62%"
"07/01/2000","52.31","57.50","58.38","50.50","48.40M","-7.61%"
"06/01/2000","56.62","54.75","59.31","54.31","64.94M","3.78%"
"05/01/2000","54.56","51.00","55.31","50.12","84.33M","6.98%"
"04/01/2000","51.00","52.88","53.56","46.99","105.87M","-4.23%"
"03/01/2000","53.25","47.88","55.12","46.75","93.03M","13.15%"
"02/01/2000","47.06","52.75","55.12","43.12","84.09M","-12.45%"
"01/01/2000","53.75","59.25","60.62","52.75","63.69M","-9.37%"
"12/01/1999","59.31","59.00","62.62","58.44","57.20M","-2.67%"
"11/01/1999","60.94","57.50","62.19","51.38","87.95M","5.52%"
"10/01/1999","57.75","56.00","58.75","52.56","49.16M","4.22%"
"09/01/1999","55.41","56.25","58.75","52.50","52.81M","-0.91%"
"08/01/1999","55.92","58.06","59.81","54.50","48.89M","-3.49%"
"07/01/1999","57.94","55.38","61.16","54.94","58.81M","6.80%"
"06/01/1999","54.25","54.19","57.69","53.19","49.29M","1.23%"
"05/01/1999","53.59","56.38","57.69","52.12","59.64M","-5.30%"
"04/01/1999","56.59","49.44","57.22","47.00","114.98M","12.06%"
"03/01/1999","50.50","42.31","52.66","41.16","107.12M","18.82%"
"02/01/1999","42.50","41.19","44.19","40.19","63.22M","4.78%"
"01/01/1999","40.56","45.88","46.38","40.25","124.61M","-10.62%"
"12/01/1998","45.38","45.44","47.50","41.31","117.47M","-1.48%"
"11/01/1998","46.06","44.81","47.69","43.53","72.25M","4.09%"
"10/01/1998","44.25","44.12","44.81","40.72","52.68M","1.51%"
"09/01/1998","43.59","37.00","45.88","36.69","47.59M","19.23%"
"08/01/1998","36.56","39.62","43.31","36.50","74.95M","-8.87%"
"07/01/1998","40.12","44.50","45.38","39.62","24.23M","-9.07%"
"06/01/1998","44.12","43.56","45.47","41.44","24.70M","-0.23%"
"05/01/1998","44.22","47.31","48.66","44.03","21.14M","-6.41%"
"04/01/1998","47.25","43.31","47.56","43.19","24.91M","9.81%"
"03/01/1998","43.03","42.38","48.00","40.16","29.01M","4.09%"
"02/01/1998","41.34","40.06","41.47","38.22","24.71M","2.94%"
"01/01/1998","40.16","39.66","40.50","36.88","36.10M","0.80%"
"12/01/1997","39.84","41.06","43.50","39.50","19.11M","-4.00%"
"11/01/1997","41.50","44.81","45.12","40.59","68.52M","-5.42%"
"10/01/1997","43.88","45.25","45.94","39.50","22.98M","-3.37%"
"09/01/1997","45.41","42.31","46.50","41.28","19.77M","7.33%"
"08/01/1997","42.31","40.50","44.12","39.84","69.19M","2.64%"
"07/01/1997","41.22","37.31","41.78","37.31","20.79M","10.10%"
"06/01/1997","37.44","35.94","37.69","35.19","26.20M","3.37%"
"05/01/1997","36.22","34.34","36.84","34.09","103.61M","5.26%"
"04/01/1997","34.41","34.53","35.00","32.84","23.03M","0.29%"
"03/01/1997","34.31","32.94","34.84","32.81","25.31M","3.69%"
"02/01/1997","33.09","35.62","36.75","32.44","46.15M","-6.55%"
"01/01/1997","35.41","35.19","36.28","34.31","20.68M","0.20%"
"12/01/1996","35.34","34.56","35.94","32.62","20.57M","2.08%"
"11/01/1996","34.62","32.12","35.25","31.19","68.73M","7.65%"
"10/01/1996","32.16","31.28","33.16","31.25","22.97M","2.91%"
"09/01/1996","31.25","29.69","31.34","29.50","20.93M","6.15%"
"08/01/1996","29.44","27.47","30.03","27.31","95.89M","7.17%"
"07/01/1996","27.47","26.97","28.41","26.91","24.42M","2.81%"
"06/01/1996","26.72","26.31","26.81","26.00","16.27M","1.44%"
